,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,locale
DP04_0119E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,-0.21117182663569803,-0.21003211776672295,,,,,-0.20374643901957076,-0.1770232461422981,0.02888148119121327,-0.2017472439921775,-0.18706856491115595,0.02014620321011735,-0.20303047322395962,-0.1785418901146079,-0.006789400904070616,,,,,,,,,,,,,,,-0.14606847258816907,,-0.1460684725881689,,,,nyc
DP04_0120E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,-0.1715373035922966,-0.17147059216699273,,,,,-0.1725025944343307,-0.15723710135750849,0.02508378871208848,-0.15796089138236477,-0.153268925342351,0.02250735781316484,-0.16301115388923706,-0.15547293882842902,0.023336007794219994,,,,,,,,,,,,,,,-0.11511570893520204,,-0.11511570893520222,,,,nyc
DP04_0121E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,-0.15252048566930418,-0.15230571771309312,,,,,-0.1503590161284772,-0.13512014136073744,0.011063325422077651,-0.14765622103446632,-0.1337221237948813,0.007885834339926479,-0.14030001700810935,-0.1318797270390807,-0.0012992874675669059,,,,,,,,,,,,,,,-0.10258335968132726,,-0.10258335968132723,,,,nyc
DP04_0122E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,-0.14275588790332722,-0.14184833964619584,,,,,-0.14870528864690047,-0.13130110005692436,0.018732649530457012,-0.1426713354840473,-0.13667148062081444,0.017940462109852708,-0.11596327306357708,-0.11169272405660312,0.015100236486741662,,,,,,,,,,,,,,,-0.09146264469997345,,-0.09146264469997342,,,,nyc
DP04_0123E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,-0.13401131910998615,-0.13216412858856516,,,,,-0.12781279777081714,-0.11641917105955162,0.019794860293612354,-0.128316671602343,-0.12668362927129462,0.0471252294988172,-0.13039232111058416,-0.12692850957261242,0.02771965642589932,,,,,,,,,,,,,,,-0.09723672519085415,,-0.09723672519085409,,,,nyc
DP04_0124E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,-0.2183476252306179,-0.21772023382173977,,,,,-0.21029210267969173,-0.17487046208100104,0.01632109400027683,-0.2127104612222167,-0.1901046385769526,-0.002902665453338555,-0.20558269216885608,-0.18017114824835995,-0.0019468597557264014,,,,,,,,,,,,,,,-0.17129759160615626,,-0.17129759160615626,,,,nyc
DP04_0125E+Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,-0.06931438143076016,-0.07003599490322941,,,,,-0.07274570207583311,-0.06456445814572054,0.011593126123457823,-0.057438360120616004,-0.05346607629664299,-0.0008985878419440019,-0.06952163576347847,-0.06124644200348794,0.009059630809973646,,,,,,,,,,,,,,,-0.0628428657419149,,-0.0628428657419147,,,,nyc
DP04_0126E+Estimate!!GROSS RENT!!Occupied units paying rent,0.49963269266669,0.493254714603675,,,,,0.4879356739946414,0.464619275355758,-0.01840846993646392,0.47621947362024486,0.4793880862869729,-0.020608234558640172,0.4742377580356407,0.46181517233967645,-0.008097899196500015,,,,,,,,,,,,,,,-0.21043431876237417,,-0.2104343187623736,,,,nyc
DP04_0127E+Estimate!!GROSS RENT!!Occupied units paying rent!!Less than $500,0.36733904368895554,0.3639111411064721,,,,,0.34259634351268625,0.3392370406197488,0.0979701058031552,0.3463153834935754,0.33447669036831174,0.09856873791887795,0.37360500409841113,0.36287842198115916,0.10135584283953843,,,,,,,,,,,,,,,-0.06344831445149779,,-0.06344831445149786,,,,nyc
DP04_0128E+Estimate!!GROSS RENT!!Occupied units paying rent!!$500 to $999,0.47829810599177663,0.4738759852458954,,,,,0.4598786991586403,0.406843153818724,0.05784779739069855,0.4533723860588216,0.42723571999175497,0.05882845484999949,0.4660926457698818,0.42182369106523726,0.06081111216763061,,,,,,,,,,,,,,,-0.09316053961063338,,-0.09316053961063347,,,,nyc
"DP04_0129E+Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499",0.6749618533357136,0.671541680995051,,,,,0.6661665291112461,0.5999522932705925,0.015809603013919853,0.6499805583205147,0.6286631491524851,0.007006674997696714,0.6239646825015628,0.5784030739707436,0.015458788966439034,,,,,,,,,,,,,,,-0.05306461667107836,,-0.053064616671078424,,,,nyc
"DP04_0130E+Estimate!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999",0.33996424971698946,0.3343621402587533,,,,,0.33999429209624227,0.3402947726308623,-0.06160467219492521,0.33212868073505913,0.35663785096272105,-0.06225587788047204,0.30304805981751926,0.3144558873964122,-0.06251508196683898,,,,,,,,,,,,,,,-0.18588745322258496,,-0.1858874532225858,,,,nyc
"DP04_0131E+Estimate!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499",0.03517166163486344,0.030469926917760477,,,,,0.03735338296144061,0.05897916021407508,-0.10048763020243985,0.0353396459116276,0.06008605736584956,-0.0958337240386023,0.02744133721026377,0.0528518357293053,-0.08540462272605033,,,,,,,,,,,,,,,-0.23215952920747795,,-0.23215952920747895,,,,nyc
"DP04_0132E+Estimate!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999",-0.06037748631843637,-0.06378868721912263,,,,,-0.05571965140204658,-0.024733193311620067,-0.10299746102401337,-0.06437785035714334,-0.029312346781999024,-0.09848411603008396,-0.053397094119866845,-0.018010258487462967,-0.08586918424512407,,,,,,,,,,,,,,,-0.21555653649208142,,-0.21555653649208148,,,,nyc
"DP04_0133E+Estimate!!GROSS RENT!!Occupied units paying rent!!$3,000 or more",-0.0627256011943745,-0.06577676723250332,,,,,-0.05759624032128672,-0.03685692772735319,-0.07884192767471226,-0.06699928767050908,-0.04420192832565761,-0.08189583977136002,-0.055703460202086386,-0.034777924786139815,-0.061954715930630996,,,,,,,,,,,,,,,-0.17840450228231525,,-0.17840450228231508,,,,nyc
DP04_0135E+Estimate!!GROSS RENT!!Occupied units paying rent!!No rent paid,0.2556085619850685,0.25408541777270316,,,,,0.2494935029261466,0.1967716027945095,-0.021927359054938516,0.25246086558677644,0.22651328110927596,-0.017328374954562714,0.23240854606798167,0.1934067808351417,-0.024156308015936684,,,,,,,,,,,,,,,-0.10995478604035945,,-0.10995478604035953,,,,nyc
DP04_0136E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),0.4961515263647475,0.48979266647162023,,,,,0.4850937036364246,0.463969907199788,-0.021970239410644635,0.47238488212639,0.47765147543301956,-0.023740928931092118,0.47083351716380784,0.4605704512421669,-0.011959075540539705,,,,,,,,,,,,,,,-0.21206314534120613,,-0.21206314534120657,,,,nyc
DP04_0137E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,0.18662347376611202,0.18146965163221246,,,,,0.1813184360293627,0.1961811835647856,-0.04485402063445957,0.17253538224130507,0.19529640902592535,-0.04480571579087385,0.18460104301663388,0.2010554865297276,-0.032028096501474236,,,,,,,,,,,,,,,-0.239981519400675,,-0.2399815194006752,,,,nyc
DP04_0138E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,0.2833855173935334,0.27804799649294765,,,,,0.28033051457915564,0.27338002899544595,-0.04293010314690752,0.26819712520487926,0.2854020970050043,-0.04809643008719066,0.2666873618030347,0.2667408664902842,-0.03775108728985533,,,,,,,,,,,,,,,-0.2208640951819578,,-0.22086409518195782,,,,nyc
DP04_0139E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,0.3545940533062806,0.34906615399523166,,,,,0.3500268960370963,0.3495995696429784,-0.043716723341798554,0.330708478854158,0.35652399318883343,-0.04681674406573294,0.3403776104533631,0.3477744155551769,-0.03385258036878886,,,,,,,,,,,,,,,-0.21504343456760158,,-0.21504343456760208,,,,nyc
DP04_0140E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,0.415906125402727,0.41041686157637286,,,,,0.40226249925254104,0.4285214608874619,-0.014081446947753675,0.39227530348224826,0.4222601657784935,-0.01492193873723243,0.40458362042042356,0.42716989426136265,-0.004810797107723089,,,,,,,,,,,,,,,-0.18506584843699292,,-0.18506584843699286,,,,nyc
DP04_0141E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,0.43355160945647975,0.42826416864219036,,,,,0.42071124827526407,0.41750523062008504,0.004437664214106521,0.412727257857827,0.4272310257901435,0.002217620872737896,0.4155219407207878,0.42048546248537333,0.008294523111492112,,,,,,,,,,,,,,,-0.16378099017608688,,-0.16378099017608738,,,,nyc
DP04_0142E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,0.6325028997669832,0.6265499289059855,,,,,0.6190211802505455,0.5570324125558734,0.00032324778514663806,0.608546570281487,0.5829318263852251,-0.0002878823313416236,0.5919970147780184,0.549069791237529,0.009269755830743121,,,,,,,,,,,,,,,-0.1452045972712686,,-0.14520459727126822,,,,nyc
DP04_0143E+Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,0.3900192025306359,0.3865199234072755,,,,,0.37213841694459837,0.29692155010638505,0.0351757641834179,0.3852828488163016,0.33759735209125613,0.030600670158183147,0.36537860734309036,0.3030850103541091,0.04207785593471189,,,,,,,,,,,,,,,-0.11758004465431944,,-0.11758004465431977,,,,nyc
DP05_0001E+Estimate!!SEX AND AGE!!Total population,0.4417422161224842,0.4364365129585987,,,,,0.4254917065040566,0.36592553643203907,0.07658104816809722,0.4278944141902874,0.39302557980074776,0.06789293020896252,0.41872836864992796,0.3658007217517024,0.06937598021467321,,,,,,,,,,,,,,,-0.1937487577856436,,-0.19374875778564407,,,,nyc
DP05_0002E+Estimate!!SEX AND AGE!!Total population!!Male,0.417126784221683,0.41184956194082445,,,,,0.4050506084383697,0.338670351486537,0.07109787540121791,0.4041220451764867,0.3650271184329248,0.062435095065533165,0.3911682816732051,0.33509388163885634,0.06149535398107071,,,,,,,,,,,,,,,-0.20605698260087935,,-0.2060569826008801,,,,nyc
DP05_0003E+Estimate!!SEX AND AGE!!Total population!!Female,0.45125747127099286,0.4460677051747558,,,,,0.4318401767903788,0.3797228835299444,0.07927829478620103,0.4370498452661072,0.406745884437657,0.07079837873627133,0.4313903899542193,0.38257568675370235,0.07432989646483983,,,,,,,,,,,,,,,-0.1780570957508653,,-0.17805709575086484,,,,nyc
DP05_0005E+Estimate!!SEX AND AGE!!Total population!!Under 5 years,0.44392503718061754,0.441313057635681,,,,,0.43426000982021984,0.34707172383001894,0.050398238701732476,0.430212015336445,0.3774092512405129,0.04152359245747112,0.4121099254756766,0.3442315719373885,0.035444222786544015,,,,,,,,,,,,,,,-0.10946237980057828,,-0.109462379800578,,,,nyc
DP05_0006E+Estimate!!SEX AND AGE!!Total population!!5 to 9 years,0.46820872544945163,0.4657777540506256,,,,,0.4458093836195454,0.36330203514172854,0.11176510194904173,0.45498502851065625,0.39569232234478036,0.10341645486764012,0.4486676003024403,0.37352520139390427,0.09664567240869813,,,,,,,,,,,,,,,-0.06071363445277701,,-0.060713634452777054,,,,nyc
DP05_0007E+Estimate!!SEX AND AGE!!Total population!!10 to 14 years,0.5024611057647207,0.4999670183545181,,,,,0.481178721726115,0.383789334283468,0.1403318208547023,0.486609827386017,0.41782553921507926,0.13024506514561943,0.4799481503608779,0.39097500660589446,0.1308123871531715,,,,,,,,,,,,,,,-0.029774009443673047,,-0.029774009443673085,,,,nyc
DP05_0008E+Estimate!!SEX AND AGE!!Total population!!15 to 19 years,0.4382478607093815,0.4376684743529624,,,,,0.418096926530438,0.31156190919228205,0.13094628869515082,0.42398067721109484,0.34070506019618424,0.12376990335397972,0.421144135853735,0.31985787817841227,0.11261966912826454,,,,,,,,,,,,,,,-0.023412899880435514,,-0.023412899880435475,,,,nyc
DP05_0009E+Estimate!!SEX AND AGE!!Total population!!20 to 24 years,0.44282138194720627,0.4382380657102594,,,,,0.42835132163844697,0.337599074133348,0.09787584754926279,0.4246738022165971,0.35773625259244485,0.09350961754854228,0.42245604149856886,0.33608502597926804,0.10185882324347716,,,,,,,,,,,,,,,-0.08672908011611768,,-0.08672908011611745,,,,nyc
DP05_0010E+Estimate!!SEX AND AGE!!Total population!!25 to 34 years,0.32303578623687895,0.3167137990944174,,,,,0.31710608775837046,0.2834362216580037,-0.011173840080970108,0.3100576671944993,0.2998802749150176,-0.0179935962840012,0.3020098335661949,0.27743502992799024,-0.007541372854252888,,,,,,,,,,,,,,,-0.2273280386425241,,-0.22732803864252446,,,,nyc
DP05_0011E+Estimate!!SEX AND AGE!!Total population!!35 to 44 years,0.3353357170356043,0.3301360615193683,,,,,0.3242077056982652,0.2843064474261059,0.02153620534381027,0.3251018945345809,0.31231895281079763,0.017414269187063996,0.31600719349758827,0.28152435160422495,0.026517952006323287,,,,,,,,,,,,,,,-0.22063041129628194,,-0.2206304112962821,,,,nyc
DP05_0012E+Estimate!!SEX AND AGE!!Total population!!45 to 54 years,0.411443737184703,0.40685464255428416,,,,,0.39516581432969083,0.32481970195363896,0.10720130459392509,0.40042050274528,0.3501221718727652,0.10036312315015224,0.3892533415249688,0.320111556975771,0.09664813727030953,,,,,,,,,,,,,,,-0.1454707533999242,,-0.14547075339992463,,,,nyc
DP05_0013E+Estimate!!SEX AND AGE!!Total population!!55 to 59 years,0.32082663333177114,0.3167023479186832,,,,,0.3029139739014489,0.25292502994730637,0.09887870380574125,0.31654199232738445,0.2810380561324583,0.09448846306576743,0.3050750899697212,0.2557215317150618,0.08958477896291107,,,,,,,,,,,,,,,-0.12688126539525205,,-0.1268812653952518,,,,nyc
DP05_0014E+Estimate!!SEX AND AGE!!Total population!!60 to 64 years,0.25146625083396656,0.24794463954548138,,,,,0.2382879635441422,0.2168922439961565,0.08540160634142265,0.24570895990612474,0.23523658667393796,0.07760611647240467,0.24084613204765984,0.22369582050870573,0.07662298324252231,,,,,,,,,,,,,,,-0.14824312574430595,,-0.14824312574430573,,,,nyc
DP05_0015E+Estimate!!SEX AND AGE!!Total population!!65 to 74 years,0.16600134198322677,0.16231725776788575,,,,,0.1567141219552688,0.1789277463682409,0.04043202340715841,0.16098164406043447,0.1839220952040368,0.03154838474812999,0.16116791024847107,0.18118866200242092,0.033196188849820625,,,,,,,,,,,,,,,-0.18049686428728248,,-0.18049686428728307,,,,nyc
DP05_0016E+Estimate!!SEX AND AGE!!Total population!!75 to 84 years,0.10638639158283618,0.10279720652723377,,,,,0.09846148916763522,0.1391373332228382,0.021019552270519954,0.10342362959177032,0.13764348602689466,0.012879239597494787,0.10549074397213448,0.1430121044942191,0.011136583670267292,,,,,,,,,,,,,,,-0.17379581576391684,,-0.17379581576391687,,,,nyc
DP05_0017E+Estimate!!SEX AND AGE!!Total population!!85 years and over,0.017428829432660865,0.01548385349986053,,,,,0.01787405112069261,0.08099904824349755,-0.02210148218827984,0.01921653932467019,0.07331375795612029,-0.0203780930057034,0.012401717138957389,0.07191019545737466,-0.031405792360046,,,,,,,,,,,,,,,-0.17648347777281329,,-0.17648347777281345,,,,nyc
DP05_0019E+Estimate!!SEX AND AGE!!Total population!!Under 18 years,0.5356779302519696,0.5328784860671214,,,,,0.5154614858049772,0.4109030777791434,0.12241093210960512,0.5191741689941036,0.4468351333925079,0.11264679025241955,0.5080777850804139,0.4163911483706117,0.10640425920963288,,,,,,,,,,,,,,,-0.06620706948356303,,-0.06620706948356306,,,,nyc
DP05_0020E+Estimate!!SEX AND AGE!!Total population!!16 years and over,0.38649151726961506,0.3809421582772287,,,,,0.3722452018417769,0.32826451987797367,0.0604448616068945,0.3744033821503941,0.3512067572392893,0.05281782418105,0.3663595294995209,0.3268392252648208,0.05611658561303545,,,,,,,,,,,,,,,-0.21120826867122536,,-0.21120826867122644,,,,nyc
DP05_0021E+Estimate!!SEX AND AGE!!Total population!!18 years and over,0.3751754900228939,0.36956514437262616,,,,,0.3615288186024935,0.320759293610957,0.05606513784261813,0.36332670894120106,0.3428431593097721,0.048451865015769036,0.35553619402262593,0.3189400254758953,0.052154278334165645,,,,,,,,,,,,,,,-0.21576507285578964,,-0.21576507285578925,,,,nyc
DP05_0022E+Estimate!!SEX AND AGE!!Total population!!21 years and over,0.3610766322806306,0.3553024634184434,,,,,0.3483961905831094,0.3123267503285213,0.05138308761051395,0.349825159200093,0.3336224058069953,0.0439776546409493,0.3414220746706525,0.3097733804464826,0.04798794288214252,,,,,,,,,,,,,,,-0.2195347703353058,,-0.21953477033530525,,,,nyc
DP05_0023E+Estimate!!SEX AND AGE!!Total population!!62 years and over,0.1533360860731047,0.14963589155383406,,,,,0.14426863352781136,0.17346140180409905,0.03610435004964957,0.14883334738735246,0.17699030639739496,0.02915511233364716,0.1493335911659504,0.17696464081378166,0.026874276006205372,,,,,,,,,,,,,,,-0.1912083069048968,,-0.19120830690489693,,,,nyc
DP05_0024E+Estimate!!SEX AND AGE!!Total population!!65 years and over,0.13097209370377844,0.12732967140429666,,,,,0.12324124810158987,0.1620135863549292,0.024972917091266592,0.1275592661187159,0.16269446193813739,0.017641066109407758,0.12702653750510376,0.16278929069953976,0.01574653287745312,,,,,,,,,,,,,,,-0.19388807802635577,,-0.19388807802635533,,,,nyc
DP05_0025E+Estimate!!SEX AND AGE!!Total population!!18 years and over,0.3751754900228939,0.36956514437262616,,,,,0.3615288186024935,0.320759293610957,0.05606513784261813,0.36332670894120106,0.3428431593097721,0.048451865015769036,0.35553619402262593,0.3189400254758953,0.052154278334165645,,,,,,,,,,,,,,,-0.21576507285578964,,-0.21576507285578925,,,,nyc
DP05_0026E+Estimate!!SEX AND AGE!!Total population!!18 years and over!!Male,0.3404800784263485,0.334835427507639,,,,,0.3325669615437984,0.2850261751355261,0.046779533188316035,0.32985882312433074,0.3054901661795713,0.04010381928442888,0.3168345365260535,0.27709989649908295,0.04060156872051381,,,,,,,,,,,,,,,-0.22991489966082282,,-0.22991489966082332,,,,nyc
DP05_0027E+Estimate!!SEX AND AGE!!Total population!!18 years and over!!Female,0.39166748170927723,0.3862738700470101,,,,,0.37367519709535374,0.33994398658754493,0.06196484170163414,0.3791874642875343,0.3626447850690679,0.05382130512023681,0.3760422417281289,0.34330141737627473,0.06008414578786934,,,,,,,,,,,,,,,-0.19677232321460733,,-0.19677232321460728,,,,nyc
DP05_0029E+Estimate!!SEX AND AGE!!Total population!!65 years and over,0.13097209370377844,0.12732967140429666,,,,,0.12324124810158987,0.1620135863549292,0.024972917091266592,0.1275592661187159,0.16269446193813739,0.017641066109407758,0.12702653750510376,0.16278929069953976,0.01574653287745312,,,,,,,,,,,,,,,-0.19388807802635577,,-0.19388807802635533,,,,nyc
DP05_0030E+Estimate!!SEX AND AGE!!Total population!!65 years and over!!Male,0.08019378068302449,0.07738842077392813,,,,,0.07712217174081887,0.10805842948444572,0.017705531765091966,0.07917563949184005,0.10819696397885084,0.01019384638181856,0.07441255717998334,0.10551478937604256,0.005658489793342397,,,,,,,,,,,,,,,-0.1972892619888174,,-0.19728926198881722,,,,nyc
DP05_0031E+Estimate!!SEX AND AGE!!Total population!!65 years and over!!Female,0.1581289215075661,0.15410902026753728,,,,,0.1477034236695694,0.18978832272642396,0.02856489037492223,0.15330461120763036,0.19079322219681707,0.021698096021203046,0.15557583738550115,0.19270766418293978,0.021627858146697453,,,,,,,,,,,,,,,-0.18245873875020902,,-0.18245873875020885,,,,nyc
DP05_0033E+Estimate!!RACE!!Total population,0.4417422161224842,0.4364365129585987,,,,,0.4254917065040566,0.36592553643203907,0.07658104816809722,0.4278944141902874,0.39302557980074776,0.06789293020896252,0.41872836864992796,0.3658007217517024,0.06937598021467321,,,,,,,,,,,,,,,-0.1937487577856436,,-0.19374875778564407,,,,nyc
DP05_0034E+Estimate!!RACE!!Total population!!One race,0.4385104928340693,0.4332113237360492,,,,,0.42129068146135534,0.3635820860505618,0.08092755167449542,0.4248263518093141,0.3909055127236984,0.07118502362419062,0.4169710254483714,0.36547462470285697,0.07340480292878317,,,,,,,,,,,,,,,-0.19257160659783198,,-0.19257160659783176,,,,nyc
DP05_0035E+Estimate!!RACE!!Total population!!Two or more races,0.27127507684058527,0.26839575443132324,,,,,0.27406879708857573,0.2207999353072292,-0.010567137799547113,0.2620392098655444,0.23249287560921106,-0.002779738947265906,0.24181215993890653,0.1970542205227376,-0.010644110830234577,,,,,,,,,,,,,,,-0.11605416271445496,,-0.11605416271445508,,,,nyc
DP05_0036E+Estimate!!RACE!!Total population!!One race,0.4385104928340693,0.4332113237360492,,,,,0.42129068146135534,0.3635820860505618,0.08092755167449542,0.4248263518093141,0.3909055127236984,0.07118502362419062,0.4169710254483714,0.36547462470285697,0.07340480292878317,,,,,,,,,,,,,,,-0.19257160659783198,,-0.19257160659783176,,,,nyc
DP05_0037E+Estimate!!RACE!!Total population!!One race!!White,-0.15416341329979477,-0.1569892704388128,,,,,-0.14311543085487105,-0.09583075658850307,-0.018199649410938705,-0.149909924078708,-0.10398936600322256,-0.0345846353874091,-0.15226624705635736,-0.09867855451742363,-0.029840689141414793,,,,,,,,,,,,,,,-0.3382742566952841,,-0.3382742566952837,,,,nyc
DP05_0038E+Estimate!!RACE!!Total population!!One race!!Black or African American,0.5796237164146012,0.57664148590563,,,,,0.5424336486858865,0.5016601010212023,0.12689003299506668,0.5544832250050765,0.5312937750806821,0.13955696177888996,0.5777270924786804,0.5247840685783111,0.14070844436347746,,,,,,,,,,,,,,,0.23260442341060067,,0.23260442341060075,,,,nyc
DP05_0039E+Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,0.19563800915793125,0.19410163998324664,,,,,0.20387768367334064,0.16228815989529477,0.04443692839878868,0.17453520190742466,0.14544640273193796,0.03993649053933657,0.18346691333544837,0.1457880137727234,0.026508577602214044,,,,,,,,,,,,,,,0.029141197561082948,,0.029141197561082938,,,,nyc
DP05_0040E+Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,0.05504625706698559,0.05432205376932083,,,,,0.05754412407141898,0.06267684445977836,0.007794703589786141,0.05165131689108106,0.0600815701064176,-0.007622656687210287,0.04840695697189361,0.059491429622577634,-0.004973941642687705,,,,,,,,,,,,,,,-0.006105955975859907,,-0.006105955975859918,,,,nyc
DP05_0041E+Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,0.028466320095759987,0.02854491213320356,,,,,0.02067318525024314,0.014290733952621147,-0.007592238470027721,0.037251004180342634,0.030160158577372524,-0.007520763200881784,0.02416483083353975,0.01628711165847001,-0.016463885583934183,,,,,,,,,,,,,,,-0.007391382218552173,,-0.007391382218552174,,,,nyc
DP05_0042E+Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,-0.014327649672218135,-0.013257297824429793,,,,,-0.0007185484924916686,0.010731197025054016,-0.002681293213391384,-0.0235390748365254,-0.017158667216552938,-0.04448461158484328,-0.01881304550004008,-0.009415822316153443,-0.05594476866799019,,,,,,,,,,,,,,,-0.018950212233910125,,-0.018950212233910177,,,,nyc
DP05_0043E+Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,0.0751701901162323,0.07531457152978155,,,,,0.07874809450904534,0.05153915429006065,0.007910615811440005,0.0698686020093371,0.051429976430234524,0.008173702380514918,0.06667405300777911,0.044690525244205775,0.008462188955475437,,,,,,,,,,,,,,,0.02455297370653563,,0.02455297370653562,,,,nyc
DP05_0044E+Estimate!!RACE!!Total population!!One race!!Asian,-0.14987311842825873,-0.1518549140978268,,,,,-0.1498901780462567,-0.1222327532518739,-0.07442348993970598,-0.13035484949920556,-0.11308287378865958,-0.09392970565732195,-0.15246616253879275,-0.1286066828226674,-0.08663622302425811,,,,,,,,,,,,,,,-0.2304393491477423,,-0.23043934914774247,,,,nyc
DP05_0045E+Estimate!!RACE!!Total population!!One race!!Asian!!Asian Indian,-0.05716383490579694,-0.058270437720454045,,,,,-0.051924627800597686,-0.05235851143905296,-0.03456731666931587,-0.04775409762516175,-0.052354404804752556,-0.043298933954365244,-0.06711049369561771,-0.06732561793683746,-0.06840256795515197,,,,,,,,,,,,,,,-0.07538488148189487,,-0.07538488148189484,,,,nyc
DP05_0046E+Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,-0.15788629581224786,-0.15918621483319445,,,,,-0.1619602901002224,-0.1312606175257931,-0.051067297755535306,-0.14119293187354112,-0.12425873837404185,-0.06955034911954795,-0.15093222455522637,-0.12736618028360652,-0.055639498728840706,,,,,,,,,,,,,,,-0.19676472282792598,,-0.1967647228279263,,,,nyc
DP05_0047E+Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,-0.07393009384590854,-0.07508751878790292,,,,,-0.07605131882176623,-0.07513621694050476,-0.02702011890322641,-0.060366928800196624,-0.06874103393957393,-0.015383637396429454,-0.07715430355573463,-0.08001885078550047,-0.01600033456117983,,,,,,,,,,,,,,,-0.1202001184128458,,-0.12020011841284615,,,,nyc
DP05_0048E+Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,-0.06537495863989246,-0.06822344235317011,,,,,-0.05780700217303176,-0.03427956431298683,-0.07832498745915947,-0.06986635814998295,-0.04897994043502293,-0.08596154186152893,-0.06082880602082646,-0.03587190127003738,-0.06942877544988185,,,,,,,,,,,,,,,-0.1748421430348791,,-0.17484214303487894,,,,nyc
